Profile Summary
Generated on: 2026-03-25 14:38:18
Msec since Epoch: 1774463898929
Profiled application: host
Target platform: Xilinx
Tool version: 2024.2
XRT build version: 2.18.179
Build version branch: 2024.2
Build version hash: 3ade2e671e5ab463400813fc2846c57edf82bb10
Build version date: 2024-11-05 13:57:47
Target devices: 
Flow mode: System Run

OpenCL API Calls
API Name,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
clCreateBuffer,23,0.949611,0.011867,0.0412874,0.148893,
clCreateCommandQueue,1,0.011656,0.011656,0.011656,0.011656,
clCreateContext,1,89.7923,89.7923,89.7923,89.7923,
clCreateKernel,1,470.453,470.453,470.453,470.453,
clCreateProgramWithBinary,1,880.472,880.472,880.472,880.472,
clEnqueueMigrateMemObjects,25,0.220505,0.007977,0.0088202,0.01108,
clEnqueueTask,25,129.542,0.09017,5.18166,127.344,
clFinish,25,3424.42,136.879,136.977,138.313,
clGetDeviceIDs,2,0.004536,0.001205,0.002268,0.003331,
clGetDeviceInfo,2,10.1889,0.002671,5.09445,10.1862,
clGetExtensionFunctionAddress,2,0.028793,0.003807,0.0143965,0.024986,
clGetExtensionFunctionAddressForPlatform,2,0.011505,0.001636,0.0057525,0.009869,
clGetPlatformInfo,6,0.005871,0.000725,0.0009785,0.001364,
clReleaseCommandQueue,1,0.006447,0.006447,0.006447,0.006447,
clReleaseContext,1,39.3567,39.3567,39.3567,39.3567,
clReleaseDevice,5,0.009873,0.000844,0.0019746,0.003637,
clReleaseKernel,1,5.59817,5.59817,5.59817,5.59817,
clReleaseMemObject,73,0.163137,0.001112,0.00223475,0.00635,
clReleaseProgram,1,0.004122,0.004122,0.004122,0.004122,
clRetainDevice,5,0.00973,0.000827,0.001946,0.005732,
clRetainMemObject,50,0.136719,0.001726,0.00273438,0.006103,
clSetKernelArg,25,0.084449,0.001723,0.00337796,0.027393,

Kernel Execution
Kernel,Number Of Enqueues,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
GNN_compute_graphs,25,3418.36,136.696,136.735,136.836,

Top Kernel Execution
Kernel Instance Address,Kernel,Context ID,Command Queue ID,Device,Start Time (ms),Duration (ms),Global Work Size,Local Work Size,
94802704008064,GNN_compute_graphs,0,0,xilinx_u50_gen3x16_xdma_base_5-0,11709.5,136.836,1:1:1,1:1:1,
94802704008064,GNN_compute_graphs,0,0,xilinx_u50_gen3x16_xdma_base_5-0,14999.2,136.767,1:1:1,1:1:1,
94802704008064,GNN_compute_graphs,0,0,xilinx_u50_gen3x16_xdma_base_5-0,13491.4,136.765,1:1:1,1:1:1,
94802704008064,GNN_compute_graphs,0,0,xilinx_u50_gen3x16_xdma_base_5-0,13765.5,136.761,1:1:1,1:1:1,
94802704008064,GNN_compute_graphs,0,0,xilinx_u50_gen3x16_xdma_base_5-0,14588,136.756,1:1:1,1:1:1,
94802704008064,GNN_compute_graphs,0,0,xilinx_u50_gen3x16_xdma_base_5-0,13217.3,136.75,1:1:1,1:1:1,
94802704008064,GNN_compute_graphs,0,0,xilinx_u50_gen3x16_xdma_base_5-0,13902.6,136.748,1:1:1,1:1:1,
94802704008064,GNN_compute_graphs,0,0,xilinx_u50_gen3x16_xdma_base_5-0,14039.7,136.744,1:1:1,1:1:1,
94802704008064,GNN_compute_graphs,0,0,xilinx_u50_gen3x16_xdma_base_5-0,14450.9,136.742,1:1:1,1:1:1,
94802704008064,GNN_compute_graphs,0,0,xilinx_u50_gen3x16_xdma_base_5-0,12806.1,136.74,1:1:1,1:1:1,

Top Memory Writes: Host to Global Memory
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Writing Rate(MB/s),
323584,0,0,11708.2,1.33517,9491.27,7108.65,

Top Memory Reads: Host to Global Memory
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Reading Rate(MB/s),
389120,0,0,12120.6,0.091986,8.226,89.4267,
389120,0,0,11846.5,0.091356,8.226,90.0433,
389120,0,0,12668.8,0.08739,8.226,94.1298,
389120,0,0,14724.8,0.08638,8.226,95.2304,
389120,0,0,15136,0.08638,8.226,95.2304,
389120,0,0,14176.6,0.085787,8.226,95.8887,
389120,0,0,12257.7,0.084313,8.226,97.565,
389120,0,0,11983.6,0.083393,8.226,98.6414,
389120,0,0,12805.8,0.08263,8.226,99.5522,
389120,0,0,13902.4,0.082407,8.226,99.8216,

Guidance Parameters
Parameter,Element,Value,
XRT_INI_SETTING,debug_mode,batch,Debug mode (emulation only)
XRT_INI_SETTING,aie_trace,0,Generation of AI Engine trace
XRT_INI_SETTING,aie_profile,0,Generation of AI Engine profiling
XRT_INI_SETTING,aie_status,0,Generation of AI Engine debug/status
XRT_INI_SETTING,aie_status_interval_us,1000,Interval for reading AI Engine debug/status registers (in us)
XRT_INI_SETTING,vitis_ai_profile,0,Generation of Vitis AI summary and trace (Vitis AI designs only)
XRT_INI_SETTING,AIE_profile_settings.interval_us,1000,Interval for reading AI Engine profile counters (in us)
XRT_INI_SETTING,AIE_profile_settings.graph_based_aie_metrics,,Metric set for profiling AI Engine processor modules per graph
XRT_INI_SETTING,AIE_profile_settings.graph_based_aie_memory_metrics,,Metric set for profiling AI Engine memory modules per graph
XRT_INI_SETTING,AIE_profile_settings.graph_based_memory_tile_metrics,,Metric set for profiling AI Engine memory tiles per graph
XRT_INI_SETTING,AIE_profile_settings.graph_based_interface_tile_metrics,,Metric set for profiling AI Engine interface tiles per graph
XRT_INI_SETTING,AIE_profile_settings.tile_based_aie_metrics,,Metric set for profiling AI Engine processor modules per tile
XRT_INI_SETTING,AIE_profile_settings.tile_based_aie_memory_metrics,,Metric set for profiling AI Engine memory modules per tile
XRT_INI_SETTING,AIE_profile_settings.tile_based_memory_tile_metrics,,Metric set for profiling AI Engine memory tiles per tile
XRT_INI_SETTING,AIE_profile_settings.tile_based_interface_tile_metrics,,Metric set for profiling AI Engine interface tiles per tile
XRT_INI_SETTING,AIE_profile_settings.interface_tile_latency,,Metric set for profiling AI Engine interface tiles latency between different graph ports
XRT_INI_SETTING,AIE_profile_settings.start_type,time,Type of delay to use in AI Engine Profiling
XRT_INI_SETTING,AIE_profile_settings.start_iteration,1,Iteration count when graph type delay is used in AI Engine Profiling
XRT_INI_SETTING,AIE_trace_settings.start_type,time,Type of delay to use in AI Engine trace
XRT_INI_SETTING,AIE_trace_settings.start_time,0,Start delay for AI Engine trace
XRT_INI_SETTING,AIE_trace_settings.start_iteration,1,Iteration count when graph type delay is used in AI Engine Trace
XRT_INI_SETTING,AIE_trace_settings.start_layer,4294967295,layer wise windowed AI Engine Trace
XRT_INI_SETTING,AIE_trace_settings.graph_based_aie_tile_metrics,,Configuration level used for AI Engine trace per graph
XRT_INI_SETTING,AIE_trace_settings.graph_based_memory_tile_metrics,,Configuration level used for memory tile trace per graph
XRT_INI_SETTING,AIE_trace_settings.graph_based_interface_tile_metrics,,Configuration level used for interface tile trace per graph
XRT_INI_SETTING,AIE_trace_settings.tile_based_aie_tile_metrics,,Configuration level used for AI Engine trace per tile
XRT_INI_SETTING,AIE_trace_settings.tile_based_memory_tile_metrics,,Configuration level used for memory tile trace per tile
XRT_INI_SETTING,AIE_trace_settings.tile_based_interface_tile_metrics,,Configuration level used for interface tile trace per tile
XRT_INI_SETTING,AIE_trace_settings.buffer_size,8M,Size of buffer to allocate for AI Engine trace
XRT_INI_SETTING,AIE_trace_settings.periodic_offload,1,Periodic offloading of AI Engine trace from memory to host
XRT_INI_SETTING,AIE_trace_settings.trace_start_broadcast,1,Starting event trace modules using broadcast network
XRT_INI_SETTING,AIE_trace_settings.reuse_buffer,0,Enable use of circular buffer for AI Engine trace
XRT_INI_SETTING,AIE_trace_settings.buffer_offload_interval_us,100,Interval for reading of device AI Engine trace data to host (in us)
XRT_INI_SETTING,AIE_trace_settings.file_dump_interval_s,5,Interval for dumping AI Engine trace files to host (in s)
XRT_INI_SETTING,AIE_trace_settings.poll_timers_interval_us,100,Interval for polling AI Engine timers (in us)
