Profile Summary
Generated on: 2026-03-26 13:05:30
Msec since Epoch: 1774544730423
Profiled application: host
Target platform: Xilinx
Tool version: 2024.2
XRT build version: 2.18.179
Build version branch: 2024.2
Build version hash: 3ade2e671e5ab463400813fc2846c57edf82bb10
Build version date: 2024-11-05 13:57:47
Target devices: 
Flow mode: System Run

OpenCL API Calls
API Name,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
clCreateBuffer,23,7.58481,0.010956,0.329774,3.67818,
clCreateCommandQueue,1,0.025076,0.025076,0.025076,0.025076,
clCreateContext,1,117.116,117.116,117.116,117.116,
clCreateKernel,1,469.094,469.094,469.094,469.094,
clCreateProgramWithBinary,1,886.533,886.533,886.533,886.533,
clEnqueueMigrateMemObjects,25,0.205932,0.007457,0.00823728,0.01037,
clEnqueueTask,25,73.9485,0.085193,2.95794,71.6812,
clFinish,25,47228.7,1888.29,1889.15,1907.23,
clGetDeviceIDs,2,0.00546,0.001388,0.00273,0.004072,
clGetDeviceInfo,2,8.25184,0.002232,4.12592,8.24961,
clGetExtensionFunctionAddress,2,0.018088,0.0041,0.009044,0.013988,
clGetExtensionFunctionAddressForPlatform,2,0.005878,0.001758,0.002939,0.00412,
clGetPlatformInfo,6,0.006418,0.000816,0.00106967,0.0016,
clReleaseCommandQueue,1,0.009598,0.009598,0.009598,0.009598,
clReleaseContext,1,45.0332,45.0332,45.0332,45.0332,
clReleaseDevice,5,0.010066,0.000835,0.0020132,0.003169,
clReleaseKernel,1,13.7606,13.7606,13.7606,13.7606,
clReleaseMemObject,73,0.158235,0.000864,0.0021676,0.006236,
clReleaseProgram,1,0.003961,0.003961,0.003961,0.003961,
clRetainDevice,5,0.008393,0.000714,0.0016786,0.00428,
clRetainMemObject,50,0.148116,0.00176,0.00296232,0.007243,
clSetKernelArg,25,0.084777,0.001847,0.00339108,0.0267,

Kernel Execution
Kernel,Number Of Enqueues,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
GNN_compute_graphs,25,47205.1,1888.1,1888.21,1888.32,

Top Kernel Execution
Kernel Instance Address,Kernel,Context ID,Command Queue ID,Device,Start Time (ms),Duration (ms),Global Work Size,Local Work Size,
94749126116224,GNN_compute_graphs,0,0,xilinx_u50_gen3x16_xdma_base_5-0,33406.9,1888.32,1:1:1,1:1:1,
94749126116224,GNN_compute_graphs,0,0,xilinx_u50_gen3x16_xdma_base_5-0,50404,1888.24,1:1:1,1:1:1,
94749126116224,GNN_compute_graphs,0,0,xilinx_u50_gen3x16_xdma_base_5-0,78732,1888.23,1:1:1,1:1:1,
94749126116224,GNN_compute_graphs,0,0,xilinx_u50_gen3x16_xdma_base_5-0,59846.7,1888.23,1:1:1,1:1:1,
94749126116224,GNN_compute_graphs,0,0,xilinx_u50_gen3x16_xdma_base_5-0,56069.6,1888.23,1:1:1,1:1:1,
94749126116224,GNN_compute_graphs,0,0,xilinx_u50_gen3x16_xdma_base_5-0,74954.9,1888.23,1:1:1,1:1:1,
94749126116224,GNN_compute_graphs,0,0,xilinx_u50_gen3x16_xdma_base_5-0,67400.7,1888.22,1:1:1,1:1:1,
94749126116224,GNN_compute_graphs,0,0,xilinx_u50_gen3x16_xdma_base_5-0,57958.2,1888.22,1:1:1,1:1:1,
94749126116224,GNN_compute_graphs,0,0,xilinx_u50_gen3x16_xdma_base_5-0,69289.3,1888.22,1:1:1,1:1:1,
94749126116224,GNN_compute_graphs,0,0,xilinx_u50_gen3x16_xdma_base_5-0,65512.2,1888.21,1:1:1,1:1:1,

Top Memory Writes: Host to Global Memory
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Writing Rate(MB/s),
323584,0,0,33388.2,18.7459,179098,9553.99,

Top Memory Reads: Host to Global Memory
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Reading Rate(MB/s),
450560,0,0,39072.5,0.098844,20,202.339,
450560,0,0,57958,0.089247,20,224.097,
450560,0,0,35295.4,0.088954,20,224.835,
450560,0,0,52292.3,0.088776,20,225.286,
450560,0,0,56069.4,0.087697,20,228.058,
450560,0,0,71177.6,0.087307,20,229.077,
450560,0,0,76843.2,0.087287,20,229.129,
450560,0,0,40961,0.08728,20,229.148,
450560,0,0,80620.4,0.08726,20,229.2,
450560,0,0,61735.1,0.087007,20,229.867,

Guidance Parameters
Parameter,Element,Value,
XRT_INI_SETTING,lop_trace,0,Generation of lower overhead OpenCL trace. Should not be used with other OpenCL options.
XRT_INI_SETTING,debug_mode,batch,Debug mode (emulation only)
XRT_INI_SETTING,aie_trace,0,Generation of AI Engine trace
XRT_INI_SETTING,aie_profile,0,Generation of AI Engine profiling
XRT_INI_SETTING,aie_status,0,Generation of AI Engine debug/status
XRT_INI_SETTING,aie_status_interval_us,1000,Interval for reading AI Engine debug/status registers (in us)
XRT_INI_SETTING,vitis_ai_profile,0,Generation of Vitis AI summary and trace (Vitis AI designs only)
XRT_INI_SETTING,AIE_profile_settings.interval_us,1000,Interval for reading AI Engine profile counters (in us)
XRT_INI_SETTING,AIE_profile_settings.graph_based_aie_metrics,,Metric set for profiling AI Engine processor modules per graph
XRT_INI_SETTING,AIE_profile_settings.graph_based_aie_memory_metrics,,Metric set for profiling AI Engine memory modules per graph
XRT_INI_SETTING,AIE_profile_settings.graph_based_memory_tile_metrics,,Metric set for profiling AI Engine memory tiles per graph
XRT_INI_SETTING,AIE_profile_settings.graph_based_interface_tile_metrics,,Metric set for profiling AI Engine interface tiles per graph
XRT_INI_SETTING,AIE_profile_settings.tile_based_aie_metrics,,Metric set for profiling AI Engine processor modules per tile
XRT_INI_SETTING,AIE_profile_settings.tile_based_aie_memory_metrics,,Metric set for profiling AI Engine memory modules per tile
XRT_INI_SETTING,AIE_profile_settings.tile_based_memory_tile_metrics,,Metric set for profiling AI Engine memory tiles per tile
XRT_INI_SETTING,AIE_profile_settings.tile_based_interface_tile_metrics,,Metric set for profiling AI Engine interface tiles per tile
XRT_INI_SETTING,AIE_profile_settings.interface_tile_latency,,Metric set for profiling AI Engine interface tiles latency between different graph ports
XRT_INI_SETTING,AIE_profile_settings.start_type,time,Type of delay to use in AI Engine Profiling
XRT_INI_SETTING,AIE_profile_settings.start_iteration,1,Iteration count when graph type delay is used in AI Engine Profiling
XRT_INI_SETTING,AIE_trace_settings.start_type,time,Type of delay to use in AI Engine trace
XRT_INI_SETTING,AIE_trace_settings.start_time,0,Start delay for AI Engine trace
XRT_INI_SETTING,AIE_trace_settings.start_iteration,1,Iteration count when graph type delay is used in AI Engine Trace
XRT_INI_SETTING,AIE_trace_settings.start_layer,4294967295,layer wise windowed AI Engine Trace
XRT_INI_SETTING,AIE_trace_settings.graph_based_aie_tile_metrics,,Configuration level used for AI Engine trace per graph
XRT_INI_SETTING,AIE_trace_settings.graph_based_memory_tile_metrics,,Configuration level used for memory tile trace per graph
XRT_INI_SETTING,AIE_trace_settings.graph_based_interface_tile_metrics,,Configuration level used for interface tile trace per graph
XRT_INI_SETTING,AIE_trace_settings.tile_based_aie_tile_metrics,,Configuration level used for AI Engine trace per tile
XRT_INI_SETTING,AIE_trace_settings.tile_based_memory_tile_metrics,,Configuration level used for memory tile trace per tile
XRT_INI_SETTING,AIE_trace_settings.tile_based_interface_tile_metrics,,Configuration level used for interface tile trace per tile
XRT_INI_SETTING,AIE_trace_settings.buffer_size,8M,Size of buffer to allocate for AI Engine trace
XRT_INI_SETTING,AIE_trace_settings.periodic_offload,1,Periodic offloading of AI Engine trace from memory to host
XRT_INI_SETTING,AIE_trace_settings.trace_start_broadcast,1,Starting event trace modules using broadcast network
XRT_INI_SETTING,AIE_trace_settings.reuse_buffer,0,Enable use of circular buffer for AI Engine trace
XRT_INI_SETTING,AIE_trace_settings.buffer_offload_interval_us,100,Interval for reading of device AI Engine trace data to host (in us)
XRT_INI_SETTING,AIE_trace_settings.file_dump_interval_s,5,Interval for dumping AI Engine trace files to host (in s)
XRT_INI_SETTING,AIE_trace_settings.poll_timers_interval_us,100,Interval for polling AI Engine timers (in us)
